Refrence Series;Organism;Sample Id;Characteristic;Time;Type;Group;Sample;Overall_Design
GSE1563;Homo sapiens;GSM26805;C1PBL;No;Cont;A;0;NA
GSE1563;Homo sapiens;GSM26806;C2PBL;No;Cont;A;0;NA
GSE1563;Homo sapiens;GSM26807;C3PBL;No;Cont;A;0;NA
GSE1563;Homo sapiens;GSM26808;C4PBL;No;Cont;A;0;NA
GSE1563;Homo sapiens;GSM26809;C5PBL;No;Cont;A;0;NA
GSE1563;Homo sapiens;GSM26810;C6PBL;No;Cont;A;0;NA
GSE1563;Homo sapiens;GSM26811;C7PBL;No;Cont;A;0;NA
GSE1563;Homo sapiens;GSM26812;C8PBL;No;Cont;A;0;NA
GSE1563;Homo sapiens;GSM26813;AR2PBL;No;Pert;A;1;NA
GSE1563;Homo sapiens;GSM26814;AR3PBL;No;Pert;A;1;NA
GSE1563;Homo sapiens;GSM26815;AR4PBL;No;Pert;A;1;NA
GSE1563;Homo sapiens;GSM26816;AR5PBL;No;Pert;A;1;NA
GSE1563;Homo sapiens;GSM26817;AR6PBL;No;Pert;A;1;NA
GSE1563;Homo sapiens;GSM26818;AR7PBL;No;Pert;A;1;NA
GSE1563;Homo sapiens;GSM26819;TXPBL1;No;Pert;A;2;NA
GSE1563;Homo sapiens;GSM26820;TXPBL2;No;Pert;A;2;NA
GSE1563;Homo sapiens;GSM26821;TXPBL3;No;Pert;A;2;NA
GSE1563;Homo sapiens;GSM26822;TXPBL4;No;Pert;A;2;NA
GSE1563;Homo sapiens;GSM26823;TXPBL5;No;Pert;A;2;NA
GSE1563;Homo sapiens;GSM26824;TXPBL6;No;Pert;A;2;NA
GSE1563;Homo sapiens;GSM26825;TXPBL7;No;Pert;A;2;NA
GSE1563;Homo sapiens;GSM26826;TXPBL8;No;Pert;A;2;NA
GSE1563;Homo sapiens;GSM26827;TXPBL9;No;Pert;A;2;NA
GSE1563;Homo sapiens;GSM26828;NR1PBL;No;Pert;A;3;NA
GSE1563;Homo sapiens;GSM26829;NR2PBL;No;Pert;A;3;NA
GSE1563;Homo sapiens;GSM26830;NR3PBL;No;Pert;A;3;NA
GSE1563;Homo sapiens;GSM26831;NR4PBL;No;Pert;A;3;NA
GSE1563;Homo sapiens;GSM26832;NR5PBL;No;Pert;A;3;NA
GSE1563;Homo sapiens;GSM26833;NR7PBL;No;Pert;A;3;NA
GSE1563;Homo sapiens;GSM26834;NR8PBL;No;Pert;A;3;NA
GSE1563;Homo sapiens;GSM26835;NR9PBL;No;Pert;A;3;NA
GSE1563;Homo sapiens;GSM26836;C1BX;No;Cont;B;0;NA
GSE1563;Homo sapiens;GSM26837;C2BX;No;Cont;B;0;NA
GSE1563;Homo sapiens;GSM26838;C3BX;No;Cont;B;0;NA
GSE1563;Homo sapiens;GSM26839;C4BX;No;Cont;B;0;NA
GSE1563;Homo sapiens;GSM26840;C5BX;No;Cont;B;0;NA
GSE1563;Homo sapiens;GSM26841;C6BX;No;Cont;B;0;NA
GSE1563;Homo sapiens;GSM26842;C7BX;No;Cont;B;0;NA
GSE1563;Homo sapiens;GSM26843;C8BX;No;Cont;B;0;NA
GSE1563;Homo sapiens;GSM26844;C9BX;No;Cont;B;0;NA
GSE1563;Homo sapiens;GSM26845;AR1BX;No;Pert;B;1;NA
GSE1563;Homo sapiens;GSM26846;AR2BX;No;Pert;B;1;NA
GSE1563;Homo sapiens;GSM26847;AR3BX;No;Pert;B;1;NA
GSE1563;Homo sapiens;GSM26848;AR4BX;No;Pert;B;1;NA
GSE1563;Homo sapiens;GSM26849;AR5BX;No;Pert;B;1;NA
GSE1563;Homo sapiens;GSM26850;AR6BX;No;Pert;B;1;NA
GSE1563;Homo sapiens;GSM26851;AR7BX;No;Pert;B;1;NA
GSE1563;Homo sapiens;GSM26852;TX10BX;No;Pert;B;2;NA
GSE1563;Homo sapiens;GSM26853;TX1BX;No;Pert;B;2;NA
GSE1563;Homo sapiens;GSM26854;TX2BX;No;Pert;B;2;NA
GSE1563;Homo sapiens;GSM26855;TX3BX;No;Pert;B;2;NA
GSE1563;Homo sapiens;GSM26856;TX4BX;No;Pert;B;2;NA
GSE1563;Homo sapiens;GSM26857;TX5BX;No;Pert;B;2;NA
GSE1563;Homo sapiens;GSM26858;TX6BX;No;Pert;B;2;NA
GSE1563;Homo sapiens;GSM26859;TX7BX;No;Pert;B;2;NA
GSE1563;Homo sapiens;GSM26860;TX8BX;No;Pert;B;2;NA
GSE1563;Homo sapiens;GSM26861;TX9BX;No;Pert;B;2;NA
GSE1563;Homo sapiens;GSM26862;NR1BX;No;Pert;B;3;NA
GSE1563;Homo sapiens;GSM26863;NR2BX;No;Pert;B;3;NA
GSE1563;Homo sapiens;GSM26864;NR3BX;No;Pert;B;3;NA
GSE1563;Homo sapiens;GSM26865;NR5BX;No;Pert;B;3;NA
GSE1563;Homo sapiens;GSM26866;NR8BX;No;Pert;B;3;NA
